year,month,day,hour,season,PM_Dongsihuan,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,week,work
2010,10,17,4,3,26,-5,39,1027,8,SE,76.42,0,0,Sunday,No
2010,10,17,5,3,42,-6,36,1028,8,SE,79.55,0,0,Sunday,No
2010,10,17,6,3,53,-6,36,1028,8,SE,82.68,0,0,Sunday,No
2010,10,17,7,3,46,-6,36,1029,8,SE,85.81,0,0,Sunday,No
2010,10,17,8,3,56,-5,39,1029,8,SE,88.94,0,0,Sunday,Yes
2010,10,17,9,3,48,-4,42,1030,8,SE,90.73,0,0,Sunday,Yes
2010,10,17,10,3,33,-4,42,1030,8,SE,92.52,0,0,Sunday,Yes
2010,10,17,11,3,52,-5,36,1030,9,SE,95.65,0,0,Sunday,Yes
2010,10,17,12,3,75,-5,36,1030,9,SE,97.44,0,0,Sunday,Yes
2010,10,17,13,3,30,-4,39,1029,9,SE,99.23,0,0,Sunday,Yes
2010,10,17,14,3,47,-4,39,1028,9,SE,101.02,0,0,Sunday,Yes
2010,10,17,15,3,78,-4,39,1028,9,SE,102.81,0,0,Sunday,Yes
2010,10,17,16,3,56,-4,39,1028,9,SE,104.6,0,0,Sunday,Yes
2010,10,17,17,3,41,-3,42,1027,9,SE,106.39,0,0,Sunday,Yes
2010,10,17,18,3,67,-3,45,1028,8,cv,0.89,0,0,Sunday,No
2010,10,17,19,3,59,-1,52,1028,8,cv,1.78,0,0,Sunday,No
2010,10,17,20,3,113,0,56,1029,8,cv,2.67,0,0,Sunday,No
2010,10,17,21,3,145,0,56,1029,8,cv,3.56,0,0,Sunday,No
2010,10,17,22,3,94,2,65,1029,8,SE,0.89,0,0,Sunday,No
2010,10,17,23,3,83,3,70,1029,8,cv,0.45,0,0,Sunday,No
2010,10,18,0,3,71,1,61,1029,8,SE,0.89,0,0,Monday,No
2010,10,18,1,3,106,1,61,1029,8,SE,1.78,0,0,Monday,No
2010,10,18,2,3,127,1,61,1028,8,cv,0.89,0,0,Monday,No
2010,10,18,3,3,68,1,61,1028,8,SE,0.89,0,0,Monday,No
2010,10,18,4,3,108,2,65,1028,8,cv,0.89,0,0,Monday,No
2010,10,18,5,3,89,2,65,1028,8,cv,1.78,0,0,Monday,No
2010,10,18,6,3,99,2,65,1028,8,cv,2.67,0,0,Monday,No
2010,10,18,7,3,82,1,61,1028,8,cv,3.56,0,0,Monday,No
2010,10,18,8,3,39,0,56,1029,8,cv,4.45,0,0,Monday,Yes
2010,10,18,9,3,46,0,56,1029,8,SE,3.13,0,0,Monday,Yes
2010,10,18,10,3,77,2,65,1028,8,cv,0.45,0,0,Monday,Yes
2010,10,18,11,3,88,3,70,1027,8,NW,3.13,0,0,Monday,Yes
2010,10,18,12,3,126,2,65,1027,8,NW,4.92,0.3,0.3,Monday,Yes
2010,10,18,13,3,89,5,87,1026,7,NW,9.84,0.3,0.6,Monday,Yes
2010,10,18,14,3,76,5,93,1025,6,NW,12.97,0.5,1.1,Monday,Yes
2010,10,18,15,3,78,5,93,1025,6,NW,16.99,0.4,1.5,Monday,Yes
2010,10,18,16,3,79,6,100,1025,6,NW,20.12,1.3,2.8,Monday,Yes
2010,10,18,17,3,44,6,100,1025,6,NW,23.25,0.6,3.4,Monday,Yes
2010,10,18,18,3,48,6,100,1025,6,NW,26.38,0.4,3.8,Monday,No
2010,10,18,19,3,46,6,100,1026,6,cv,0.89,0.5,4.3,Monday,No
2010,10,18,20,3,36,6,100,1026,6,NW,1.79,0.1,4.4,Monday,No
2010,10,18,21,3,49,6,93,1026,7,cv,0.89,0.3,4.7,Monday,No
2010,10,18,22,3,42,6,100,1026,6,cv,1.78,0.1,4.8,Monday,No
2010,10,18,23,3,51,6,93,1026,7,SE,1.79,0,0,Monday,No
2010,10,19,0,3,49,5,87,1026,7,NW,1.79,0,0,Tuesday,No
2010,10,19,1,3,27,6,93,1025,7,SE,3.13,0,0,Tuesday,No
2010,10,19,2,3,52,6,93,1025,7,cv,0.89,0,0,Tuesday,No
2010,10,19,3,3,48,6,93,1025,7,cv,1.78,0,0,Tuesday,No
2010,10,19,4,3,70,6,93,1025,7,SE,0.89,0,0,Tuesday,No
2010,10,19,5,3,62,6,93,1025,7,SE,1.78,0,0,Tuesday,No
2010,10,19,6,3,45,6,93,1026,7,cv,0.89,0,0,Tuesday,No
2010,10,19,7,3,95,7,100,1026,7,cv,1.34,0.1,0.1,Tuesday,No
2010,10,19,8,3,59,7,93,1027,8,SE,0.89,0,0,Tuesday,Yes
2010,10,19,9,3,52,7,93,1028,8,cv,0.89,0,0,Tuesday,Yes
2010,10,19,10,3,78,7,93,1028,8,cv,1.78,0,0,Tuesday,Yes
2010,10,19,11,3,103,7,87,1028,9,cv,2.67,0,0,Tuesday,Yes
2010,10,19,12,3,162,7,81,1027,10,SE,1.79,0,0,Tuesday,Yes
2010,10,19,13,3,92,7,81,1026,10,SE,3.58,0,0,Tuesday,Yes
2010,10,19,14,3,86,7,76,1026,11,cv,1.79,0,0,Tuesday,Yes
2010,10,19,15,3,99,7,81,1026,10,SE,1.79,0,0,Tuesday,Yes
2010,10,19,16,3,92,7,76,1027,11,cv,0.89,0,0,Tuesday,Yes
2010,10,19,17,3,58,7,76,1027,11,cv,1.34,0,0,Tuesday,Yes
2010,10,19,18,3,100,8,87,1027,10,SE,0.89,0,0,Tuesday,No
2010,10,19,19,3,95,8,87,1028,10,NE,0.89,0,0,Tuesday,No
2010,10,19,20,3,78,8,87,1028,10,SE,0.89,0,0,Tuesday,No
2010,10,19,21,3,109,7,87,1029,9,SE,2.68,0,0,Tuesday,No
2010,10,19,22,3,61,7,87,1029,9,SE,4.47,0,0,Tuesday,No
2010,10,19,23,3,150,6,81,1029,9,SE,6.26,0,0,Tuesday,No
2010,10,20,0,3,76,6,81,1028,9,SE,8.05,0,0,Wednesday,No
2010,10,20,1,3,139,7,87,1028,9,cv,0.89,0,0,Wednesday,No
2010,10,20,2,3,319,7,93,1028,8,cv,1.78,0,0,Wednesday,No
2010,10,20,3,3,89,7,93,1028,8,SE,1.79,0,0,Wednesday,No
2010,10,20,4,3,76,6,87,1028,8,NE,1.79,0,0,Wednesday,No
2010,10,20,5,3,79,7,93,1028,8,NE,2.68,0,0,Wednesday,No
2010,10,20,6,3,77,7,93,1028,8,cv,0.89,0,0,Wednesday,No
2010,10,20,7,3,90,6,87,1028,8,NW,0.89,0,0,Wednesday,No
2010,10,20,8,3,60,6,87,1029,8,NE,0.89,0,0,Wednesday,Yes
2010,10,20,9,3,69,7,87,1029,9,cv,0.89,0,0,Wednesday,Yes
2010,10,20,10,3,89,6,81,1029,9,NE,1.79,0,0,Wednesday,Yes
2010,10,20,11,3,57,7,81,1028,10,NW,1.79,0,0,Wednesday,Yes
2010,10,20,12,3,87,6,76,1028,10,cv,0.89,0,0,Wednesday,Yes
2010,10,20,13,3,147,6,76,1027,10,cv,1.78,0,0,Wednesday,Yes
2010,10,20,14,3,104,6,76,1026,10,cv,2.67,0,0,Wednesday,Yes
2010,10,20,15,3,105,7,81,1026,10,cv,3.56,0,0,Wednesday,Yes
2010,10,20,16,3,77,7,81,1026,10,NE,1.79,0,0,Wednesday,Yes
2010,10,20,17,3,62,7,81,1025,10,NE,2.68,0,0,Wednesday,Yes
2010,10,20,18,3,92,7,81,1026,10,NE,3.57,0,0,Wednesday,No
2010,10,20,19,3,80,7,81,1026,10,cv,0.89,0,0,Wednesday,No
2010,10,20,20,3,77,7,87,1026,9,NE,0.89,0,0,Wednesday,No
2010,10,20,21,3,91,7,87,1026,9,NE,1.78,0,0,Wednesday,No
2010,10,20,22,3,75,7,87,1026,9,cv,0.45,0,0,Wednesday,No
2010,10,20,23,3,143,7,87,1026,9,cv,0.9,0,0,Wednesday,No
2010,10,21,0,3,86,8,93,1025,9,cv,1.35,0,0,Thursday,No
2010,10,21,1,3,102,8,93,1025,9,NE,0.89,0,0,Thursday,No
2010,10,21,2,3,111,8,93,1025,9,cv,0.45,0,0,Thursday,No
2010,10,21,3,3,97,8,93,1024,9,NW,0.89,0,0,Thursday,No
2010,10,21,4,3,104,8,93,1024,9,NW,1.78,0,0,Thursday,No
2010,10,21,5,3,136,8,93,1023,9,NE,0.89,0,0,Thursday,No
2010,10,21,6,3,176,8,93,1023,9,cv,0.45,0,0,Thursday,No
2010,10,21,7,3,64,8,93,1023,9,NW,0.89,0,0,Thursday,No
2010,10,21,8,3,103,8,87,1024,10,NE,0.89,0,0,Thursday,Yes
2010,10,21,9,3,122,8,87,1024,10,NE,1.78,0,0,Thursday,Yes
2010,10,21,10,3,150,8,87,1024,10,cv,0.89,0,0,Thursday,Yes
2010,10,21,11,3,134,8,81,1023,11,NE,1.79,0,0,Thursday,Yes
2010,10,21,12,3,178,8,81,1023,11,cv,0.89,0,0,Thursday,Yes
2010,10,21,13,3,169,8,76,1022,12,NE,1.79,0,0,Thursday,Yes
2010,10,21,14,3,145,9,81,1021,12,cv,0.89,0,0,Thursday,Yes
2010,10,21,15,3,123,9,81,1021,12,SE,1.79,0,0,Thursday,Yes
2010,10,21,16,3,133,8,76,1021,12,SE,3.58,0,0,Thursday,Yes
2010,10,21,17,3,58,8,76,1021,12,SE,5.37,0,0,Thursday,Yes
2010,10,21,18,3,177,8,76,1020,12,SE,6.26,0,0,Thursday,No
2010,10,21,19,3,172,9,87,1021,11,SE,7.15,0,0,Thursday,No
2010,10,21,20,3,196,10,93,1021,11,NE,0.89,0,0,Thursday,No
2010,10,21,21,3,217,9,87,1021,11,cv,0.89,0,0,Thursday,No
2010,10,21,22,3,112,9,87,1021,11,NE,0.89,0,0,Thursday,No
2010,10,21,23,3,135,9,87,1021,11,NE,1.78,0,0,Thursday,No
2010,10,22,0,3,233,9,87,1021,11,NE,2.67,0,0,Friday,No
2010,10,22,1,3,165,9,87,1021,11,NE,3.56,0,0,Friday,No
2010,10,22,2,3,177,9,87,1021,11,cv,0.45,0,0,Friday,No
2010,10,22,3,3,111,9,87,1020,11,cv,1.34,0,0,Friday,No
2010,10,22,4,3,156,9,87,1020,11,NW,0.89,0,0,Friday,No
2010,10,22,5,3,141,9,93,1021,10,NW,1.78,0,0,Friday,No
2010,10,22,6,3,160,9,93,1021,10,NW,3.57,0,0,Friday,No
2010,10,22,7,3,151,9,93,1021,10,NW,4.46,0,0,Friday,No
2010,10,22,8,3,66,9,87,1021,11,NE,0.89,0,0,Friday,Yes
2010,10,22,9,3,146,9,87,1022,11,cv,0.89,0,0,Friday,Yes
2010,10,22,10,3,118,9,81,1022,12,cv,1.78,0,0,Friday,Yes
2010,10,22,11,3,188,9,81,1021,12,NE,1.79,0,0,Friday,Yes
2010,10,22,12,3,125,9,81,1021,12,SE,1.79,0,0,Friday,Yes
2010,10,22,13,3,11,10,81,1020,13,cv,0.89,0,0,Friday,Yes
2010,10,22,14,3,165,10,81,1019,13,NE,1.79,0,0,Friday,Yes
2010,10,22,15,3,164,10,81,1019,13,cv,0.89,0,0,Friday,Yes
2010,10,22,16,3,182,10,81,1019,13,cv,1.78,0,0,Friday,Yes
2010,10,22,17,3,162,11,87,1019,13,NE,0.89,0,0,Friday,Yes
2010,10,22,18,3,192,11,93,1019,12,NE,1.78,0,0,Friday,No
2010,10,22,19,3,236,10,87,1020,12,NW,1.79,0,0,Friday,No
2010,10,22,20,3,191,10,87,1020,12,NE,0.89,0,0,Friday,No
2010,10,22,21,3,183,10,87,1020,12,cv,0.89,0,0,Friday,No
2010,10,22,22,3,103,10,87,1021,12,NW,1.79,0,0,Friday,No
2010,10,22,23,3,154,10,87,1020,12,NW,4.92,0,0,Friday,No
2010,10,23,0,3,161,10,87,1020,12,NW,6.71,0,0,Saturday,No
2010,10,23,1,3,212,10,87,1020,12,NW,8.5,0,0,Saturday,No
2010,10,23,2,3,167,10,87,1020,12,cv,0.89,0,0,Saturday,No
2010,10,23,3,3,133,10,93,1019,11,cv,1.78,0,0,Saturday,No
2010,10,23,4,3,168,10,87,1019,12,cv,2.67,0,0,Saturday,No
2010,10,23,5,3,135,10,87,1019,12,NW,1.79,0,0,Saturday,No
2010,10,23,6,3,225,10,93,1019,11,NW,3.58,0.4,0.4,Saturday,No
2010,10,23,7,3,217,11,100,1019,11,NW,4.47,0.1,0.5,Saturday,No
2010,10,23,8,3,213,11,93,1020,12,cv,0.89,0,0,Saturday,Yes
2010,10,23,9,3,191,11,93,1020,12,NE,0.89,0,0,Saturday,Yes
2010,10,23,10,3,303,11,93,1020,12,NW,1.79,0,0,Saturday,Yes
2010,10,23,11,3,161,11,87,1019,13,NW,3.58,0,0,Saturday,Yes
2010,10,23,12,3,250,12,82,1018,15,NE,1.79,0,0,Saturday,Yes
2010,10,23,13,3,294,12,77,1018,16,cv,0.89,0,0,Saturday,Yes
2010,10,23,14,3,268,12,77,1017,16,cv,1.78,0,0,Saturday,Yes
2010,10,23,15,3,253,12,77,1017,16,cv,2.67,0,0,Saturday,Yes
2010,10,23,16,3,272,13,87,1017,15,cv,3.56,0,0,Saturday,Yes
2010,10,23,17,3,207,13,93,1017,14,NE,0.89,0,0,Saturday,Yes
2010,10,23,18,3,305,13,93,1017,14,NE,1.78,0,0,Saturday,No
2010,10,23,19,3,222,13,93,1018,14,cv,0.89,0,0,Saturday,No
2010,10,23,20,3,242,12,93,1018,13,cv,1.78,0,0,Saturday,No
2010,10,23,21,3,209,12,93,1018,13,cv,2.67,0,0,Saturday,No
2010,10,23,22,3,323,12,93,1019,13,NW,0.89,0,0,Saturday,No
2010,10,23,23,3,262,12,93,1019,13,NW,2.68,0,0,Saturday,No
2010,10,24,0,3,237,12,93,1019,13,NW,3.57,0.3,0.3,Sunday,No
2010,10,24,1,3,191,12,93,1019,13,NW,4.46,0,0,Sunday,No
2010,10,24,2,3,270,13,100,1018,13,NW,6.25,0.1,0.1,Sunday,No
2010,10,24,3,3,238,13,100,1018,13,NW,8.04,0.1,0.2,Sunday,No
2010,10,24,4,3,252,13,100,1018,13,NW,9.83,0,0,Sunday,No
2010,10,24,5,3,248,13,100,1018,13,NW,11.62,0.1,0.1,Sunday,No
2010,10,24,6,3,188,13,100,1018,13,NW,13.41,0.2,0.3,Sunday,No
2010,10,24,7,3,234,13,100,1018,13,NE,1.79,0.5,0.8,Sunday,No
2010,10,24,8,3,57,12,93,1020,13,NE,7.6,3.9,4.7,Sunday,Yes
2010,10,24,9,3,5,9,87,1022,11,NE,13.41,3.6,8.3,Sunday,Yes
2010,10,24,10,3,11,7,87,1024,9,NE,19.22,2.5,10.8,Sunday,Yes
2010,10,24,11,3,20,6,87,1025,8,NE,27.27,0.7,11.5,Sunday,Yes
2010,10,24,12,3,14,5,87,1026,7,NE,35.32,0.2,11.7,Sunday,Yes
2010,10,24,13,3,15,4,81,1025,7,NE,43.37,0.1,11.8,Sunday,Yes
2010,10,24,14,3,13,3,75,1025,7,NE,50.52,0,0,Sunday,Yes
2010,10,24,15,3,22,3,75,1025,7,NE,56.33,0,0,Sunday,Yes
2010,10,24,16,3,14,2,65,1025,8,NE,61.25,0,0,Sunday,Yes
2010,10,24,17,3,9,2,65,1026,8,NE,65.27,0,0,Sunday,Yes
2010,10,24,18,3,3,1,65,1026,7,NE,70.19,0,0,Sunday,No
2010,10,24,19,3,3,1,65,1028,7,NW,4.02,0,0,Sunday,No
2010,10,24,20,3,11,1,70,1029,6,NW,8.94,0,0,Sunday,No
2010,10,24,21,3,15,0,70,1029,5,NW,12.07,0,0,Sunday,No
2010,10,24,22,3,3,-1,60,1029,6,NW,15.2,0,0,Sunday,No
2010,10,24,23,3,18,-1,60,1030,6,NW,18.33,0,0,Sunday,No
2010,10,25,0,3,8,-3,52,1031,6,NW,22.35,0,0,Monday,No
2010,10,25,1,3,10,-2,69,1031,3,NW,25.48,0,0,Monday,No
2010,10,25,2,3,3,-6,41,1031,6,NW,30.4,0,0,Monday,No
2010,10,25,3,3,15,-7,38,1031,6,NW,35.32,0,0,Monday,No
2010,10,25,4,3,15,-9,33,1031,6,NW,41.13,0,0,Monday,No
2010,10,25,5,3,14,-10,30,1031,6,NW,49.18,0,0,Monday,No
2010,10,25,6,3,19,-10,32,1031,5,NW,53.2,0,0,Monday,No
2010,10,25,7,3,28,-10,30,1032,6,NW,59.01,0,0,Monday,No
2010,10,25,8,3,16,-7,36,1032,7,NW,64.82,0,0,Monday,Yes
2010,10,25,9,3,37,-7,33,1032,8,NW,70.63,0,0,Monday,Yes
2010,10,25,10,3,3,-6,34,1032,9,NW,75.55,0,0,Monday,Yes
2010,10,25,11,3,5,-7,27,1031,11,NW,82.7,0,0,Monday,Yes
2010,10,25,12,3,10,-7,25,1030,12,NW,90.75,0,0,Monday,Yes
2010,10,25,13,3,4,-7,24,1029,13,NW,99.69,0,0,Monday,Yes
2010,10,25,14,3,5,-9,19,1028,14,NW,111.76,0,0,Monday,Yes
2010,10,25,15,3,14,-9,20,1028,13,NW,122.94,0,0,Monday,Yes
2010,10,25,16,3,17,-10,20,1028,12,NW,135.9,0,0,Monday,Yes
2010,10,25,17,3,3,-11,20,1029,11,NW,147.97,0,0,Monday,Yes
2010,10,25,18,3,12,-11,21,1030,10,NW,159.15,0,0,Monday,No
2010,10,25,19,3,12,-11,23,1032,9,NW,168.09,0,0,Monday,No
2010,10,25,20,3,12,-11,24,1033,8,NW,173.9,0,0,Monday,No
2010,10,25,21,3,12,-12,24,1035,7,NW,181.95,0,0,Monday,No
2010,10,25,22,3,21,-10,32,1036,5,NE,4.02,0,0,Monday,No
2010,10,25,23,3,8,-9,35,1037,5,NE,8.94,0,0,Monday,No
2010,10,26,0,3,10,-9,38,1038,4,NE,13.86,0,0,Tuesday,No
2010,10,26,1,3,22,-14,25,1039,4,NE,19.67,0,0,Tuesday,No
2010,10,26,2,3,19,-13,29,1040,3,NW,4.92,0,0,Tuesday,No
2010,10,26,3,3,5,-13,31,1040,2,NW,9.84,0,0,Tuesday,No
2010,10,26,4,3,12,-12,37,1041,1,NW,14.76,0,0,Tuesday,No
2010,10,26,5,3,4,-10,46,1042,0,NW,16.55,0,0,Tuesday,No
2010,10,26,6,3,25,-10,46,1042,0,NW,18.34,0,0,Tuesday,No
2010,10,26,7,3,12,-7,63,1042,-1,NW,21.47,0,0,Tuesday,No
2010,10,26,8,3,15,-9,47,1042,1,NE,1.79,0,0,Tuesday,Yes
2010,10,26,9,3,13,-12,32,1043,3,NW,4.02,0,0,Tuesday,Yes
2010,10,26,10,3,9,-12,30,1042,4,NE,4.92,0,0,Tuesday,Yes
2010,10,26,11,3,12,-12,26,1042,6,NW,4.02,0,0,Tuesday,Yes
2010,10,26,12,3,8,-14,20,1041,7,NW,8.04,0,0,Tuesday,Yes
2010,10,26,13,3,11,-14,20,1040,7,NW,12.06,0,0,Tuesday,Yes
2010,10,26,14,3,4,-14,19,1038,8,cv,0.89,0,0,Tuesday,Yes
2010,10,26,15,3,7,-15,17,1037,8,cv,2.68,0,0,Tuesday,Yes
2010,10,26,16,3,3,-15,19,1037,7,cv,3.57,0,0,Tuesday,Yes
2010,10,26,17,3,16,-14,22,1036,6,SE,3.13,0,0,Tuesday,Yes
2010,10,26,18,3,11,-10,35,1036,4,SE,4.02,0,0,Tuesday,No
2010,10,26,19,3,9,-8,44,1036,3,cv,0.89,0,0,Tuesday,No
2010,10,26,20,3,23,-7,47,1036,3,cv,1.78,0,0,Tuesday,No
2010,10,26,21,3,27,-10,35,1036,4,SE,3.13,0,0,Tuesday,No
2010,10,26,22,3,15,-6,59,1036,1,SE,4.02,0,0,Tuesday,No
2010,10,26,23,3,47,-5,69,1036,0,SE,4.91,0,0,Tuesday,No
2010,10,27,0,3,45,-3,80,1035,0,SE,5.8,0,0,Wednesday,No
2010,10,27,1,3,41,-4,86,1034,-2,cv,0.89,0,0,Wednesday,No
2010,10,27,2,3,57,-4,86,1034,-2,cv,1.78,0,0,Wednesday,No
2010,10,27,3,3,119,-4,86,1034,-2,cv,2.23,0,0,Wednesday,No
2010,10,27,4,3,82,-4,86,1033,-2,NE,0.89,0,0,Wednesday,No
2010,10,27,5,3,87,-3,86,1033,-1,NE,1.78,0,0,Wednesday,No
2010,10,27,6,3,82,-3,86,1033,-1,cv,0.45,0,0,Wednesday,No
2010,10,27,7,3,58,-3,86,1032,-1,cv,0.9,0,0,Wednesday,No
2010,10,27,8,3,69,-2,80,1033,1,NE,0.89,0,0,Wednesday,Yes
2010,10,27,9,3,69,-2,69,1033,3,cv,0.89,0,0,Wednesday,Yes
2010,10,27,10,3,83,-4,52,1032,5,cv,1.78,0,0,Wednesday,Yes
2010,10,27,11,3,66,-6,36,1031,8,cv,2.67,0,0,Wednesday,Yes
2010,10,27,12,3,54,-5,36,1030,9,cv,4.46,0,0,Wednesday,Yes
2010,10,27,13,3,58,-6,31,1029,10,cv,6.25,0,0,Wednesday,Yes
2010,10,27,14,3,99,-5,32,1028,11,SE,3.13,0,0,Wednesday,Yes
2010,10,27,15,3,51,-4,34,1027,11,SE,7.15,0,0,Wednesday,Yes
2010,10,27,16,3,92,-4,34,1027,11,SE,11.17,0,0,Wednesday,Yes
2010,10,27,17,3,3,-3,42,1027,9,SE,12.96,0,0,Wednesday,Yes
2010,10,27,18,3,86,-1,60,1028,6,cv,0.89,0,0,Wednesday,No
2010,10,27,19,3,105,0,75,1028,4,cv,1.78,0,0,Wednesday,No
2010,10,27,20,3,106,0,75,1028,4,cv,2.67,0,0,Wednesday,No
2010,10,27,21,3,177,-1,80,1028,2,NW,1.79,0,0,Wednesday,No
2010,10,27,22,3,170,0,93,1029,1,NE,0.89,0,0,Wednesday,No
2010,10,27,23,3,216,-1,86,1029,1,cv,0.89,0,0,Wednesday,No
2010,10,28,0,3,186,-1,86,1029,1,NW,3.13,0,0,Thursday,No
2010,10,28,1,3,173,-1,86,1029,1,NW,4.92,0,0,Thursday,No
2010,10,28,2,3,117,-1,92,1029,0,NE,0.89,0,0,Thursday,No
2010,10,28,3,3,181,-1,86,1028,1,NW,3.13,0,0,Thursday,No
2010,10,28,4,3,77,-1,86,1028,1,cv,0.89,0,0,Thursday,No
2010,10,28,5,3,58,-2,80,1029,1,NW,0.89,0,0,Thursday,No
2010,10,28,6,3,87,-3,86,1029,-1,NW,4.02,0,0,Thursday,No
2010,10,28,7,3,154,-2,86,1029,0,NW,7.15,0,0,Thursday,No
2010,10,28,8,3,116,-1,74,1030,3,NW,10.28,0,0,Thursday,Yes
2010,10,28,9,3,110,-1,56,1030,7,NW,13.41,0,0,Thursday,Yes
2010,10,28,10,3,101,-1,46,1030,10,NW,16.54,0,0,Thursday,Yes
2010,10,28,11,3,50,-1,40,1029,12,NW,18.33,0,0,Thursday,Yes
2010,10,28,12,3,39,-1,35,1028,14,cv,1.79,0,0,Thursday,Yes
2010,10,28,13,3,59,0,31,1027,17,cv,2.68,0,0,Thursday,Yes
2010,10,28,14,3,45,0,31,1026,17,NW,3.13,0,0,Thursday,Yes
2010,10,28,15,3,20,-1,29,1026,17,NW,6.26,0,0,Thursday,Yes
2010,10,28,16,3,46,-1,29,1026,17,SE,4.02,0,0,Thursday,Yes
2010,10,28,17,3,34,0,33,1026,16,SE,7.15,0,0,Thursday,Yes
2010,10,28,18,3,58,0,38,1026,14,SE,10.28,0,0,Thursday,No
2010,10,28,19,3,47,0,40,1027,13,SE,14.3,0,0,Thursday,No
2010,10,28,20,3,54,0,40,1027,13,SE,17.43,0,0,Thursday,No
2010,10,28,21,3,40,-1,37,1027,13,SE,21.45,0,0,Thursday,No
2010,10,28,22,3,53,1,61,1028,8,cv,0.89,0,0,Thursday,No
2010,10,28,23,3,69,2,75,1028,6,cv,1.78,0,0,Thursday,No
2010,10,29,0,3,87,2,86,1028,4,NW,1.79,0,0,Friday,No
2010,10,29,1,3,85,2,86,1028,4,NW,3.58,0,0,Friday,No
2010,10,29,2,3,124,1,86,1028,3,NW,5.37,0,0,Friday,No
2010,10,29,3,3,67,2,93,1028,3,cv,0.45,0,0,Friday,No
2010,10,29,4,3,93,0,80,1028,3,NW,1.79,0,0,Friday,No
2010,10,29,5,3,60,1,86,1028,3,NW,3.58,0,0,Friday,No
2010,10,29,6,3,154,0,86,1028,2,cv,0.89,0,0,Friday,No
2010,10,29,7,3,3,0,80,1028,3,NW,1.79,0,0,Friday,No
2010,10,29,8,3,51,2,75,1029,6,NW,2.68,0,0,Friday,Yes
2010,10,29,9,3,33,2,61,1029,9,NW,4.47,0,0,Friday,Yes
2010,10,29,10,3,91,0,40,1029,13,NW,7.6,0,0,Friday,Yes
2010,10,29,11,3,29,0,33,1029,16,NW,11.62,0,0,Friday,Yes
2010,10,29,12,3,32,-2,25,1028,18,NW,16.54,0,0,Friday,Yes
2010,10,29,13,3,17,-3,23,1026,18,NW,21.46,0,0,Friday,Yes
2010,10,29,14,3,21,-3,22,1026,19,NW,24.59,0,0,Friday,Yes
2010,10,29,15,3,19,-4,20,1026,19,NW,29.51,0,0,Friday,Yes
2010,10,29,16,3,94,-3,22,1025,19,NW,32.64,0,0,Friday,Yes
2010,10,29,17,3,31,-2,27,1025,17,SE,3.13,0,0,Friday,Yes
2010,10,29,18,3,42,-3,26,1026,16,SE,7.15,0,0,Friday,No
2010,10,29,19,3,32,-2,30,1026,15,SE,11.17,0,0,Friday,No
2010,10,29,20,3,36,-2,30,1026,15,SE,15.19,0,0,Friday,No
2010,10,29,21,3,39,-2,33,1027,14,SE,19.21,0,0,Friday,No
2010,10,29,22,3,52,1,61,1027,8,NW,0.89,0,0,Friday,No
2010,10,29,23,3,52,1,70,1027,6,NW,2.68,0,0,Friday,No
2010,10,30,0,3,89,2,75,1027,6,NW,4.47,0,0,Saturday,No
2010,10,30,1,3,83,2,86,1028,4,NW,7.6,0,0,Saturday,No
2010,10,30,2,3,154,1,80,1027,4,NW,10.73,0,0,Saturday,No
2010,10,30,3,3,47,1,75,1027,5,NW,12.52,0,0,Saturday,No
2010,10,30,4,3,53,0,75,1027,4,NW,14.31,0,0,Saturday,No
2010,10,30,5,3,59,0,80,1027,3,NW,17.44,0,0,Saturday,No
2010,10,30,6,3,48,0,80,1028,3,NW,20.57,0,0,Saturday,No
2010,10,30,7,3,41,0,86,1028,2,NW,24.59,0,0,Saturday,No
2010,10,30,8,3,28,2,70,1029,7,NW,27.72,0,0,Saturday,Yes
2010,10,30,9,3,37,1,50,1029,11,NE,3.13,0,0,Saturday,Yes
2010,10,30,10,3,20,0,38,1029,14,NW,4.02,0,0,Saturday,Yes
2010,10,30,11,3,47,-2,29,1028,16,NW,7.15,0,0,Saturday,Yes
2010,10,30,12,3,3,-2,25,1027,18,NW,8.94,0,0,Saturday,Yes
2010,10,30,13,3,7,-3,23,1026,18,NW,10.73,0,0,Saturday,Yes
2010,10,30,14,3,22,-6,16,1026,20,cv,1.79,0,0,Saturday,Yes
2010,10,30,15,3,20,-4,19,1025,20,cv,2.68,0,0,Saturday,Yes
2010,10,30,16,3,28,-2,24,1025,19,cv,3.57,0,0,Saturday,Yes
2010,10,30,17,3,27,-2,29,1025,16,SE,1.79,0,0,Saturday,Yes
2010,10,30,18,3,126,3,61,1025,10,cv,0.89,0,0,Saturday,No
2010,10,30,19,3,63,-3,26,1026,16,SE,4.02,0,0,Saturday,No
2010,10,30,20,3,106,1,50,1026,11,SE,5.81,0,0,Saturday,No
2010,10,30,21,3,81,2,70,1026,7,cv,0.89,0,0,Saturday,No
2010,10,30,22,3,72,3,75,1026,7,cv,1.78,0,0,Saturday,No
2010,10,30,23,3,140,2,75,1026,6,NW,1.79,0,0,Saturday,No
2010,10,31,0,3,85,2,75,1026,6,NW,3.58,0,0,Sunday,No
2010,10,31,1,3,176,2,80,1026,5,NW,5.37,0,0,Sunday,No
2010,10,31,2,3,139,1,75,1026,5,NW,7.16,0,0,Sunday,No
