No,year,month,day,hour,season,PM_Dongsihuan,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,week,work
9114,2011,1,15,17,4,3,-23,21,1037,-4,NW,329.91,0,0,Saturday,Yes
9115,2011,1,15,18,4,11,-23,22,1038,-5,NW,335.72,0,0,Saturday,No
9116,2011,1,15,19,4,4,-23,28,1038,-8,NW,338.85,0,0,Saturday,No
9117,2011,1,15,20,4,12,-23,28,1038,-8,cv,0.89,0,0,Saturday,No
9118,2011,1,15,21,4,5,-25,24,1038,-8,SE,1.79,0,0,Saturday,No
9119,2011,1,15,22,4,21,-25,28,1038,-10,NE,3.13,0,0,Saturday,No
9120,2011,1,15,23,4,10,-25,28,1038,-10,NW,3.13,0,0,Saturday,No
9121,2011,1,16,0,4,22,-24,36,1038,-12,NW,6.26,0,0,Sunday,No
9122,2011,1,16,1,4,12,-24,30,1037,-10,NW,9.39,0,0,Sunday,No
9123,2011,1,16,2,4,40,-24,33,1038,-11,NE,1.79,0,0,Sunday,No
9124,2011,1,16,3,4,40,-24,36,1038,-12,NW,3.13,0,0,Sunday,No
9125,2011,1,16,4,4,30,-24,33,1037,-11,cv,0.89,0,0,Sunday,No
9126,2011,1,16,5,4,122,-24,36,1037,-12,NE,1.79,0,0,Sunday,No
9127,2011,1,16,6,4,27,-24,33,1037,-11,NW,0.89,0,0,Sunday,No
9128,2011,1,16,7,4,15,-24,39,1037,-13,NW,2.68,0,0,Sunday,No
9129,2011,1,16,8,4,46,-24,36,1038,-12,NW,4.47,0,0,Sunday,Yes
9130,2011,1,16,9,4,16,-23,31,1038,-9,NW,7.6,0,0,Sunday,Yes
9131,2011,1,16,10,4,9,-22,29,1039,-7,NE,4.02,0,0,Sunday,Yes
9132,2011,1,16,11,4,40,-22,24,1038,-5,NW,4.02,0,0,Sunday,Yes
9133,2011,1,16,12,4,6,-21,25,1037,-4,NW,5.81,0,0,Sunday,Yes
9134,2011,1,16,13,4,6,-21,23,1035,-3,cv,0.89,0,0,Sunday,Yes
9135,2011,1,16,14,4,24,-21,23,1035,-3,NW,1.79,0,0,Sunday,Yes
9136,2011,1,16,15,4,149,-21,21,1034,-2,cv,1.79,0,0,Sunday,Yes
9137,2011,1,16,16,4,12,-20,25,1034,-3,NW,1.79,0,0,Sunday,Yes
9138,2011,1,16,17,4,54,-20,29,1035,-5,SE,1.79,0,0,Sunday,Yes
9139,2011,1,16,18,4,17,-19,32,1035,-5,SE,2.68,0,0,Sunday,No
9140,2011,1,16,19,4,91,-20,34,1036,-7,cv,0.89,0,0,Sunday,No
9141,2011,1,16,20,4,217,-19,44,1036,-9,cv,1.78,0,0,Sunday,No
9142,2011,1,16,21,4,173,-18,44,1036,-8,cv,2.23,0,0,Sunday,No
9143,2011,1,16,22,4,125,-19,44,1036,-9,NW,0.89,0,0,Sunday,No
9144,2011,1,16,23,4,86,-20,51,1036,-12,NW,4.02,0,0,Sunday,No
9145,2011,1,17,0,4,16,-20,47,1036,-11,NW,5.81,0,0,Monday,No
9146,2011,1,17,1,4,12,-21,40,1036,-10,NW,8.94,0,0,Monday,No
9147,2011,1,17,2,4,25,-22,36,1036,-10,NW,12.96,0,0,Monday,No
9148,2011,1,17,3,4,6,-22,39,1036,-11,NW,16.98,0,0,Monday,No
9149,2011,1,17,4,4,34,-22,43,1036,-12,NW,21,0,0,Monday,No
9150,2011,1,17,5,4,58,-22,43,1036,-12,NW,24.13,0,0,Monday,No
9151,2011,1,17,6,4,13,-22,39,1036,-11,NW,27.26,0,0,Monday,No
9152,2011,1,17,7,4,42,-22,43,1037,-12,NW,30.39,0,0,Monday,No
9153,2011,1,17,8,4,21,-21,43,1037,-11,NW,33.52,0,0,Monday,Yes
9154,2011,1,17,9,4,3,-21,34,1037,-8,NW,37.54,0,0,Monday,Yes
9155,2011,1,17,10,4,19,-20,32,1037,-6,NW,41.56,0,0,Monday,Yes
9156,2011,1,17,11,4,9,-20,27,1037,-4,NW,48.71,0,0,Monday,Yes
9157,2011,1,17,12,4,5,-20,25,1035,-3,NW,56.76,0,0,Monday,Yes
9158,2011,1,17,13,4,10,-20,25,1034,-3,NW,63.91,0,0,Monday,Yes
9159,2011,1,17,14,4,7,-20,23,1033,-2,NW,72.85,0,0,Monday,Yes
9160,2011,1,17,15,4,20,-20,23,1033,-2,NW,80.9,0,0,Monday,Yes
9161,2011,1,17,16,4,4,-20,25,1033,-3,NW,88.95,0,0,Monday,Yes
9162,2011,1,17,17,4,20,-20,25,1033,-3,NW,96.1,0,0,Monday,Yes
9163,2011,1,17,18,4,14,-20,27,1033,-4,NW,104.15,0,0,Monday,No
9164,2011,1,17,19,4,9,-20,27,1034,-4,NW,111.3,0,0,Monday,No
9165,2011,1,17,20,4,7,-21,27,1034,-5,NW,116.22,0,0,Monday,No
9166,2011,1,17,21,4,8,-22,29,1034,-7,NW,120.24,0,0,Monday,No
9167,2011,1,17,22,4,18,-21,31,1035,-7,NW,126.05,0,0,Monday,No
9168,2011,1,17,23,4,7,-21,34,1035,-8,NW,130.97,0,0,Monday,No
9169,2011,1,18,0,4,39,-22,36,1035,-10,NE,1.79,0,0,Tuesday,No
9170,2011,1,18,1,4,10,-22,36,1035,-10,NW,4.02,0,0,Tuesday,No
9171,2011,1,18,2,4,21,-23,33,1035,-10,NE,4.02,0,0,Tuesday,No
9172,2011,1,18,3,4,58,-23,33,1035,-10,NW,4.02,0,0,Tuesday,No
9173,2011,1,18,4,4,8,-23,39,1035,-12,NW,8.94,0,0,Tuesday,No
9174,2011,1,18,5,4,13,-23,39,1035,-12,NW,13.86,0,0,Tuesday,No
9175,2011,1,18,6,4,6,-23,46,1035,-14,NW,16.99,0,0,Tuesday,No
9176,2011,1,18,7,4,6,-23,42,1035,-13,NW,21.01,0,0,Tuesday,No
9177,2011,1,18,8,4,42,-23,42,1035,-13,NW,24.14,0,0,Tuesday,Yes
9178,2011,1,18,9,4,25,-23,33,1035,-10,NW,28.16,0,0,Tuesday,Yes
9179,2011,1,18,10,4,29,-22,31,1035,-8,NW,31.29,0,0,Tuesday,Yes
9180,2011,1,18,11,4,58,-22,26,1035,-6,NW,34.42,0,0,Tuesday,Yes
9181,2011,1,18,12,4,50,-21,25,1034,-4,NW,42.47,0,0,Tuesday,Yes
9182,2011,1,18,13,4,17,-21,25,1033,-4,NW,48.28,0,0,Tuesday,Yes
9183,2011,1,18,14,4,10,-21,23,1032,-3,NW,53.2,0,0,Tuesday,Yes
9184,2011,1,18,15,4,5,-22,21,1031,-3,NW,60.35,0,0,Tuesday,Yes
9185,2011,1,18,16,4,8,-22,21,1031,-3,NW,67.5,0,0,Tuesday,Yes
9186,2011,1,18,17,4,12,-22,21,1031,-3,NW,73.31,0,0,Tuesday,Yes
9187,2011,1,18,18,4,10,-21,25,1032,-4,NW,79.12,0,0,Tuesday,No
9188,2011,1,18,19,4,11,-21,25,1032,-4,NW,84.93,0,0,Tuesday,No
9189,2011,1,18,20,4,11,-22,24,1032,-5,NW,88.95,0,0,Tuesday,No
9190,2011,1,18,21,4,11,-22,29,1033,-7,NW,92.97,0,0,Tuesday,No
9191,2011,1,18,22,4,13,-23,31,1033,-9,NW,94.76,0,0,Tuesday,No
9192,2011,1,18,23,4,6,-23,39,1034,-12,NW,98.78,0,0,Tuesday,No
9193,2011,1,19,0,4,3,-22,34,1034,-9,NW,101.91,0,0,Wednesday,No
9194,2011,1,19,1,4,14,-23,36,1034,-11,NW,103.7,0,0,Wednesday,No
9195,2011,1,19,2,4,14,-23,39,1034,-12,NW,106.83,0,0,Wednesday,No
9196,2011,1,19,3,4,6,-22,39,1034,-11,NW,111.75,0,0,Wednesday,No
9197,2011,1,19,4,4,18,-23,42,1034,-13,NW,114.88,0,0,Wednesday,No
9198,2011,1,19,5,4,10,-23,36,1033,-11,NW,116.67,0,0,Wednesday,No
9199,2011,1,19,6,4,3,-23,33,1033,-10,NW,119.8,0,0,Wednesday,No
9200,2011,1,19,7,4,108,-22,43,1034,-12,SE,1.79,0,0,Wednesday,No
9201,2011,1,19,8,4,53,-23,36,1034,-11,NE,1.79,0,0,Wednesday,Yes
9202,2011,1,19,9,4,31,-22,31,1034,-8,NW,4.92,0,0,Wednesday,Yes
9203,2011,1,19,10,4,42,-21,29,1034,-6,NW,8.94,0,0,Wednesday,Yes
9204,2011,1,19,11,4,9,-21,25,1033,-4,NW,12.96,0,0,Wednesday,Yes
9205,2011,1,19,12,4,3,-21,21,1032,-2,NW,18.77,0,0,Wednesday,Yes
9206,2011,1,19,13,4,3,-22,19,1031,-2,NW,27.71,0,0,Wednesday,Yes
9207,2011,1,19,14,4,13,-22,18,1030,-1,NW,33.52,0,0,Wednesday,Yes
9208,2011,1,19,15,4,11,-22,18,1030,-1,NW,40.67,0,0,Wednesday,Yes
9209,2011,1,19,16,4,87,-22,18,1030,-1,NW,46.48,0,0,Wednesday,Yes
9210,2011,1,19,17,4,9,-23,16,1030,-1,NW,52.29,0,0,Wednesday,Yes
9211,2011,1,19,18,4,12,-22,19,1031,-2,NW,58.1,0,0,Wednesday,No
9212,2011,1,19,19,4,10,-23,24,1032,-6,NW,62.12,0,0,Wednesday,No
9213,2011,1,19,20,4,6,-23,31,1032,-9,NW,65.25,0,0,Wednesday,No
9214,2011,1,19,21,4,9,-22,26,1032,-6,NE,4.02,0,0,Wednesday,No
9215,2011,1,19,22,4,78,-22,29,1033,-7,NE,8.04,0,0,Wednesday,No
9216,2011,1,19,23,4,19,-21,31,1033,-7,NE,12.06,0,0,Wednesday,No
9217,2011,1,20,0,4,51,-22,31,1033,-8,NW,1.79,0,0,Thursday,No
9218,2011,1,20,1,4,34,-22,39,1034,-11,NW,5.81,0,0,Thursday,No
9219,2011,1,20,2,4,9,-22,39,1034,-11,NW,10.73,0,0,Thursday,No
9220,2011,1,20,3,4,31,-22,36,1034,-10,NW,14.75,0,0,Thursday,No
9221,2011,1,20,4,4,50,-22,36,1033,-10,NE,3.13,0,0,Thursday,No
9222,2011,1,20,5,4,94,-22,46,1033,-13,NW,3.13,0,0,Thursday,No
9223,2011,1,20,6,4,10,-21,47,1033,-12,NW,8.05,0,0,Thursday,No
9224,2011,1,20,7,4,49,-21,51,1033,-13,NW,12.07,0,0,Thursday,No
9225,2011,1,20,8,4,58,-21,43,1033,-11,NW,15.2,0,0,Thursday,Yes
9226,2011,1,20,9,4,54,-21,34,1033,-8,NE,4.92,0,0,Thursday,Yes
9227,2011,1,20,10,4,19,-22,26,1033,-6,NW,3.13,0,0,Thursday,Yes
9228,2011,1,20,11,4,12,-22,23,1032,-4,NW,4.92,0,0,Thursday,Yes
9229,2011,1,20,12,4,61,-21,23,1031,-3,NW,8.05,0,0,Thursday,Yes
9230,2011,1,20,13,4,18,-22,19,1030,-2,NW,9.84,0,0,Thursday,Yes
9231,2011,1,20,14,4,29,-22,17,1028,0,NW,12.97,0,0,Thursday,Yes
9232,2011,1,20,15,4,108,-24,14,1028,0,NW,14.76,0,0,Thursday,Yes
9233,2011,1,20,16,4,29,-22,18,1028,-1,SE,1.79,0,0,Thursday,Yes
9234,2011,1,20,17,4,7,-22,21,1028,-3,SE,3.58,0,0,Thursday,Yes
9235,2011,1,20,18,4,68,-21,25,1028,-4,cv,0.45,0,0,Thursday,No
9236,2011,1,20,19,4,40,-21,27,1028,-5,cv,1.34,0,0,Thursday,No
9237,2011,1,20,20,4,54,-21,29,1028,-6,cv,2.23,0,0,Thursday,No
9238,2011,1,20,21,4,91,-20,34,1028,-7,cv,2.68,0,0,Thursday,No
9239,2011,1,20,22,4,69,-19,44,1029,-9,cv,3.57,0,0,Thursday,No
9240,2011,1,20,23,4,20,-21,37,1029,-9,cv,4.02,0,0,Thursday,No
9241,2011,1,21,0,4,43,-21,34,1029,-8,NW,1.79,0,0,Friday,No
9242,2011,1,21,1,4,29,-21,37,1029,-9,NW,3.58,0,0,Friday,No
9243,2011,1,21,2,4,13,-21,34,1029,-8,NW,6.71,0,0,Friday,No
9244,2011,1,21,3,4,29,-22,36,1029,-10,NW,10.73,0,0,Friday,No
9245,2011,1,21,4,4,17,-22,39,1028,-11,NW,13.86,0,0,Friday,No
9246,2011,1,21,5,4,67,-21,43,1028,-11,NW,16.99,0,0,Friday,No
9247,2011,1,21,6,4,13,-22,36,1028,-10,NW,21.01,0,0,Friday,No
9248,2011,1,21,7,4,104,-21,43,1029,-11,NW,25.03,0,0,Friday,No
9249,2011,1,21,8,4,17,-21,40,1029,-10,NE,4.02,0,0,Friday,Yes
9250,2011,1,21,9,4,86,-21,27,1030,-5,NW,4.92,0,0,Friday,Yes
9251,2011,1,21,10,4,98,-21,25,1030,-4,NE,4.92,0,0,Friday,Yes
9252,2011,1,21,11,4,42,-20,25,1029,-3,NE,8.94,0,0,Friday,Yes
9253,2011,1,21,12,4,27,-20,22,1028,-1,NW,3.13,0,0,Friday,Yes
9254,2011,1,21,13,4,69,-20,20,1027,0,NW,6.26,0,0,Friday,Yes
9255,2011,1,21,14,4,15,-21,17,1026,1,NW,9.39,0,0,Friday,Yes
9256,2011,1,21,15,4,20,-21,16,1026,2,cv,0.89,0,0,Friday,Yes
9257,2011,1,21,16,4,95,-20,17,1026,2,NW,4.92,0,0,Friday,Yes
9258,2011,1,21,17,4,20,-20,19,1026,1,NW,8.05,0,0,Friday,Yes
9259,2011,1,21,18,4,85,-19,25,1027,-2,SE,1.79,0,0,Friday,No
9260,2011,1,21,19,4,6,-17,28,1028,-1,SE,4.92,0,0,Friday,No
9261,2011,1,21,20,4,34,-17,28,1028,-1,NW,3.13,0,0,Friday,No
9262,2011,1,21,21,4,77,-18,41,1029,-7,cv,0.89,0,0,Friday,No
9263,2011,1,21,22,4,51,-17,41,1029,-6,cv,1.34,0,0,Friday,No
9264,2011,1,21,23,4,78,-19,40,1029,-8,NW,1.79,0,0,Friday,No
9265,2011,1,22,0,4,262,-19,51,1029,-11,NW,4.92,0,0,Saturday,No
9266,2011,1,22,1,4,11,-18,48,1028,-9,NW,8.05,0,0,Saturday,No
9267,2011,1,22,2,4,140,-18,51,1028,-10,NW,8.94,0,0,Saturday,No
9268,2011,1,22,3,4,167,-18,51,1028,-10,cv,0.45,0,0,Saturday,No
9269,2011,1,22,4,4,26,-18,48,1028,-9,NW,3.13,0,0,Saturday,No
9270,2011,1,22,5,4,72,-19,47,1028,-10,NW,6.26,0,0,Saturday,No
9271,2011,1,22,6,4,104,-19,60,1028,-13,NW,10.28,0,0,Saturday,No
9272,2011,1,22,7,4,64,-18,56,1029,-11,NW,12.07,0,0,Saturday,No
9273,2011,1,22,8,4,100,-18,51,1029,-10,NW,15.2,0,0,Saturday,Yes
9274,2011,1,22,9,4,20,-17,48,1029,-8,NW,18.33,0,0,Saturday,Yes
9275,2011,1,22,10,4,29,-17,35,1029,-4,NE,4.02,0,0,Saturday,Yes
9276,2011,1,22,11,4,98,-17,33,1029,-3,NW,4.92,0,0,Saturday,Yes
9277,2011,1,22,12,4,119,-16,33,1028,-2,NW,8.05,0,0,Saturday,Yes
9278,2011,1,22,13,4,107,-16,30,1027,-1,NW,11.18,0,0,Saturday,Yes
9279,2011,1,22,14,4,8,-16,28,1026,0,NW,16.99,0,0,Saturday,Yes
9280,2011,1,22,15,4,65,-16,26,1026,1,NW,24.14,0,0,Saturday,Yes
9281,2011,1,22,16,4,5,-18,24,1026,0,NW,32.19,0,0,Saturday,Yes
9282,2011,1,22,17,4,14,-17,28,1027,-1,NW,40.24,0,0,Saturday,Yes
9283,2011,1,22,18,4,8,-18,28,1027,-2,NW,45.16,0,0,Saturday,No
9284,2011,1,22,19,4,13,-19,25,1029,-2,NW,52.31,0,0,Saturday,No
9285,2011,1,22,20,4,7,-21,23,1029,-3,NW,60.36,0,0,Saturday,No
9286,2011,1,22,21,4,4,-22,23,1030,-4,NW,68.41,0,0,Saturday,No
9287,2011,1,22,22,4,5,-21,29,1031,-6,NW,75.56,0,0,Saturday,No
9288,2011,1,22,23,4,3,-22,26,1032,-6,NW,81.37,0,0,Saturday,No
9289,2011,1,23,0,4,10,-22,29,1032,-7,NW,88.52,0,0,Sunday,No
9290,2011,1,23,1,4,5,-23,26,1032,-7,NW,96.57,0,0,Sunday,No
9291,2011,1,23,2,4,10,-23,28,1032,-8,NW,103.72,0,0,Sunday,No
9292,2011,1,23,3,4,3,-23,33,1033,-10,NW,106.85,0,0,Sunday,No
9293,2011,1,23,4,4,7,-22,31,1032,-8,NW,114,0,0,Sunday,No
9294,2011,1,23,5,4,8,-22,31,1032,-8,NW,121.15,0,0,Sunday,No
9295,2011,1,23,6,4,14,-22,34,1032,-9,NW,126.07,0,0,Sunday,No
9296,2011,1,23,7,4,5,-22,34,1032,-9,NW,131.88,0,0,Sunday,No
9297,2011,1,23,8,4,8,-22,31,1033,-8,NW,139.03,0,0,Sunday,Yes
9298,2011,1,23,9,4,9,-21,31,1034,-7,NW,147.08,0,0,Sunday,Yes
9299,2011,1,23,10,4,12,-21,29,1033,-6,NW,155.13,0,0,Sunday,Yes
9300,2011,1,23,11,4,8,-21,27,1033,-5,NW,163.18,0,0,Sunday,Yes
9301,2011,1,23,12,4,11,-21,25,1032,-4,NW,172.12,0,0,Sunday,Yes
9302,2011,1,23,13,4,8,-20,25,1031,-3,NW,180.17,0,0,Sunday,Yes
9303,2011,1,23,14,4,11,-20,23,1030,-2,NW,191.35,0,0,Sunday,Yes
9304,2011,1,23,15,4,9,-20,23,1030,-2,NW,199.4,0,0,Sunday,Yes
9305,2011,1,23,16,4,8,-20,23,1031,-2,NW,206.55,0,0,Sunday,Yes
9306,2011,1,23,17,4,19,-21,21,1031,-2,NW,213.7,0,0,Sunday,Yes
9307,2011,1,23,18,4,5,-20,25,1032,-3,NW,220.85,0,0,Sunday,No
9308,2011,1,23,19,4,9,-20,25,1032,-3,NW,228,0,0,Sunday,No
9309,2011,1,23,20,4,6,-20,27,1033,-4,NW,236.94,0,0,Sunday,No
9310,2011,1,23,21,4,5,-20,27,1033,-4,NW,244.99,0,0,Sunday,No
9311,2011,1,23,22,4,10,-21,29,1034,-6,NW,250.8,0,0,Sunday,No
9312,2011,1,23,23,4,13,-21,34,1034,-8,NW,255.72,0,0,Sunday,No
9313,2011,1,24,0,4,3,-21,34,1034,-8,NW,261.53,0,0,Monday,No
9314,2011,1,24,1,4,5,-22,36,1034,-10,NW,265.55,0,0,Monday,No
9315,2011,1,24,2,4,14,-21,40,1034,-10,NW,268.68,0,0,Monday,No
9316,2011,1,24,3,4,34,-22,43,1034,-12,NW,271.81,0,0,Monday,No
9317,2011,1,24,4,4,39,-21,37,1034,-9,cv,0.89,0,0,Monday,No
9318,2011,1,24,5,4,117,-22,39,1034,-11,NW,1.79,0,0,Monday,No
9319,2011,1,24,6,4,4,-22,46,1034,-13,NW,4.92,0,0,Monday,No
9320,2011,1,24,7,4,28,-22,55,1034,-15,NW,8.05,0,0,Monday,No
9321,2011,1,24,8,4,6,-21,51,1034,-13,NW,11.18,0,0,Monday,Yes
9322,2011,1,24,9,4,37,-20,37,1035,-8,cv,0.89,0,0,Monday,Yes
9323,2011,1,24,10,4,58,-20,32,1035,-6,NE,3.13,0,0,Monday,Yes
9324,2011,1,24,11,4,6,-20,27,1035,-4,NW,3.13,0,0,Monday,Yes
9325,2011,1,24,12,4,69,-19,27,1033,-3,NW,4.92,0,0,Monday,Yes
9326,2011,1,24,13,4,12,-19,24,1032,-1,cv,0.89,0,0,Monday,Yes
9327,2011,1,24,14,4,5,-19,24,1031,-1,SE,3.13,0,0,Monday,Yes
9328,2011,1,24,15,4,21,-19,22,1031,0,cv,0.89,0,0,Monday,Yes
9329,2011,1,24,16,4,8,-19,22,1031,0,SE,3.13,0,0,Monday,Yes
9330,2011,1,24,17,4,64,-19,24,1030,-1,SE,6.26,0,0,Monday,Yes
9331,2011,1,24,18,4,72,-19,27,1031,-3,SE,9.39,0,0,Monday,No
9332,2011,1,24,19,4,237,-19,30,1031,-4,cv,0.89,0,0,Monday,No
9333,2011,1,24,20,4,69,-18,41,1031,-7,NE,0.89,0,0,Monday,No
9334,2011,1,24,21,4,64,-19,34,1031,-6,NE,1.78,0,0,Monday,No
9335,2011,1,24,22,4,196,-18,48,1031,-9,NE,2.67,0,0,Monday,No
9336,2011,1,24,23,4,26,-18,48,1031,-9,NE,3.56,0,0,Monday,No
9337,2011,1,25,0,4,104,-20,43,1031,-10,NE,4.45,0,0,Tuesday,No
9338,2011,1,25,1,4,175,-19,47,1031,-10,NW,1.79,0,0,Tuesday,No
9339,2011,1,25,2,4,33,-19,37,1032,-7,NW,3.58,0,0,Tuesday,No
9340,2011,1,25,3,4,114,-19,40,1032,-8,NW,6.71,0,0,Tuesday,No
9341,2011,1,25,4,4,59,-20,43,1032,-10,NW,9.84,0,0,Tuesday,No
9342,2011,1,25,5,4,69,-20,47,1032,-11,NW,14.76,0,0,Tuesday,No
9343,2011,1,25,6,4,110,-20,40,1032,-9,NW,17.89,0,0,Tuesday,No
9344,2011,1,25,7,4,15,-20,43,1033,-10,NW,22.81,0,0,Tuesday,No
9345,2011,1,25,8,4,28,-20,32,1034,-6,NW,27.73,0,0,Tuesday,Yes
9346,2011,1,25,9,4,13,-22,24,1035,-5,NW,35.78,0,0,Tuesday,Yes
9347,2011,1,25,10,4,6,-22,23,1035,-4,NW,42.93,0,0,Tuesday,Yes
9348,2011,1,25,11,4,13,-22,23,1036,-4,NW,50.08,0,0,Tuesday,Yes
9349,2011,1,25,12,4,3,-21,23,1035,-3,NW,57.23,0,0,Tuesday,Yes
9350,2011,1,25,13,4,7,-21,21,1035,-2,NW,65.28,0,0,Tuesday,Yes
9351,2011,1,25,14,4,4,-20,22,1034,-1,NW,72.43,0,0,Tuesday,Yes
9352,2011,1,25,15,4,8,-21,20,1034,-1,NW,80.48,0,0,Tuesday,Yes
9353,2011,1,25,16,4,12,-21,18,1034,0,NW,89.42,0,0,Tuesday,Yes
9354,2011,1,25,17,4,8,-21,21,1035,-2,NW,95.23,0,0,Tuesday,Yes
9355,2011,1,25,18,4,20,-22,23,1036,-4,NW,99.25,0,0,Tuesday,No
9356,2011,1,25,19,4,39,-22,24,1036,-5,NE,3.13,0,0,Tuesday,No
9357,2011,1,25,20,4,40,-22,24,1037,-5,NE,4.92,0,0,Tuesday,No
9358,2011,1,25,21,4,68,-22,29,1038,-7,cv,0.89,0,0,Tuesday,No
9359,2011,1,25,22,4,48,-22,36,1038,-10,NE,1.79,0,0,Tuesday,No
9360,2011,1,25,23,4,51,-22,39,1038,-11,NW,1.79,0,0,Tuesday,No
9361,2011,1,26,0,4,29,-21,37,1039,-9,NW,3.58,0,0,Wednesday,No
9362,2011,1,26,1,4,15,-22,36,1039,-10,NW,6.71,0,0,Wednesday,No
9363,2011,1,26,2,4,11,-22,36,1039,-10,NW,8.5,0,0,Wednesday,No
9364,2011,1,26,3,4,18,-21,43,1039,-11,NW,10.29,0,0,Wednesday,No
9365,2011,1,26,4,4,6,-21,43,1039,-11,NW,12.08,0,0,Wednesday,No
9366,2011,1,26,5,4,10,-21,43,1040,-11,NW,13.87,0,0,Wednesday,No
9367,2011,1,26,6,4,73,-22,46,1040,-13,NW,15.66,0,0,Wednesday,No
9368,2011,1,26,7,4,73,-21,51,1040,-13,NW,17.45,0,0,Wednesday,No
9369,2011,1,26,8,4,6,-19,51,1040,-11,NW,20.58,0,0,Wednesday,Yes
9370,2011,1,26,9,4,11,-19,47,1040,-10,NW,22.37,0,0,Wednesday,Yes
9371,2011,1,26,10,4,10,-19,37,1040,-7,NW,24.16,0,0,Wednesday,Yes
9372,2011,1,26,11,4,13,-19,30,1040,-4,NW,25.95,0,0,Wednesday,Yes
9373,2011,1,26,12,4,99,-19,27,1039,-3,cv,0.89,0,0,Wednesday,Yes
9374,2011,1,26,13,4,74,-19,25,1038,-2,cv,1.78,0,0,Wednesday,Yes
9375,2011,1,26,14,4,7,-19,22,1037,0,SE,3.13,0,0,Wednesday,Yes
9376,2011,1,26,15,4,18,-18,24,1037,0,SE,4.92,0,0,Wednesday,Yes
9377,2011,1,26,16,4,17,-20,20,1036,0,cv,0.89,0,0,Wednesday,Yes
9378,2011,1,26,17,4,85,-18,28,1037,-2,NE,0.89,0,0,Wednesday,Yes
9379,2011,1,26,18,4,94,-19,32,1038,-5,NE,2.68,0,0,Wednesday,No
9380,2011,1,26,19,4,38,-19,37,1038,-7,NE,3.57,0,0,Wednesday,No
9381,2011,1,26,20,4,130,-18,41,1039,-7,cv,0.89,0,0,Wednesday,No
9382,2011,1,26,21,4,217,-17,48,1039,-8,cv,1.34,0,0,Wednesday,No
9383,2011,1,26,22,4,53,-19,47,1040,-10,NW,3.13,0,0,Wednesday,No
9384,2011,1,26,23,4,173,-19,44,1041,-9,NW,6.26,0,0,Wednesday,No
9385,2011,1,27,0,4,5,-19,44,1041,-9,NW,9.39,0,0,Thursday,No
9386,2011,1,27,1,4,6,-19,40,1041,-8,NW,12.52,0,0,Thursday,No
9387,2011,1,27,2,4,6,-19,44,1041,-9,NW,17.44,0,0,Thursday,No
9388,2011,1,27,3,4,9,-19,44,1042,-9,NW,22.36,0,0,Thursday,No
9389,2011,1,27,4,4,31,-19,47,1042,-10,NW,27.28,0,0,Thursday,No
9390,2011,1,27,5,4,13,-19,44,1042,-9,NW,31.3,0,0,Thursday,No
9391,2011,1,27,6,4,61,-19,40,1043,-8,NW,34.43,0,0,Thursday,No
9392,2011,1,27,7,4,3,-19,44,1043,-9,NW,38.45,0,0,Thursday,No
9393,2011,1,27,8,4,16,-20,34,1043,-7,NE,5.81,0,0,Thursday,Yes
9394,2011,1,27,9,4,46,-21,29,1044,-6,NE,10.73,0,0,Thursday,Yes
9395,2011,1,27,10,4,21,-20,29,1045,-5,NE,15.65,0,0,Thursday,Yes
9396,2011,1,27,11,4,17,-20,27,1044,-4,NE,20.57,0,0,Thursday,Yes
9397,2011,1,27,12,4,21,-20,25,1043,-3,NE,23.7,0,0,Thursday,Yes
9398,2011,1,27,13,4,8,-20,25,1042,-3,NW,4.02,0,0,Thursday,Yes
9399,2011,1,27,14,4,13,-21,21,1040,-2,NE,3.13,0,0,Thursday,Yes
9400,2011,1,27,15,4,54,-21,21,1040,-2,NE,6.26,0,0,Thursday,Yes
9401,2011,1,27,16,4,9,-21,23,1040,-3,NE,9.39,0,0,Thursday,Yes
9402,2011,1,27,17,4,27,-21,23,1040,-3,NE,11.18,0,0,Thursday,Yes
9403,2011,1,27,18,4,108,-22,23,1040,-4,NE,12.97,0,0,Thursday,No
9404,2011,1,27,19,4,149,-22,23,1041,-4,NE,13.86,0,0,Thursday,No
9405,2011,1,27,20,4,8,-21,25,1041,-4,NW,3.13,0,0,Thursday,No
9406,2011,1,27,21,4,19,-21,25,1041,-4,NW,6.26,0,0,Thursday,No
9407,2011,1,27,22,4,17,-21,29,1041,-6,NW,8.05,0,0,Thursday,No
9408,2011,1,27,23,4,46,-21,31,1041,-7,NW,9.84,0,0,Thursday,No
9409,2011,1,28,0,4,39,-21,31,1041,-7,NW,12.97,0,0,Friday,No
9410,2011,1,28,1,4,17,-21,34,1041,-8,NW,16.1,0,0,Friday,No
9411,2011,1,28,2,4,46,-21,31,1040,-7,NW,17.89,0,0,Friday,No
9412,2011,1,28,3,4,30,-21,34,1039,-8,NW,21.91,0,0,Friday,No
9413,2011,1,28,4,4,22,-21,37,1040,-9,NW,25.04,0,0,Friday,No
9414,2011,1,28,5,4,19,-21,40,1040,-10,NW,28.17,0,0,Friday,No
9415,2011,1,28,6,4,9,-21,40,1039,-10,NW,32.19,0,0,Friday,No
9416,2011,1,28,7,4,13,-21,37,1039,-9,NW,35.32,0,0,Friday,No
9417,2011,1,28,8,4,18,-20,43,1039,-10,SE,1.79,0,0,Friday,Yes
